t_s,strategy,phase,temp_c,sm_clk_mhz,power_w,work_done
139.45,A,precool,72,1297,67.3,2500
139.55,A,precool,72,1297,67.4,2500
139.66,A,precool,72,1297,67.4,2500
139.76,A,precool,72,1297,67.4,2500
139.86,A,precool,72,1297,67.4,2500
139.97,A,precool,72,1297,67.4,2500
140.07,A,precool,72,1297,67.4,2500
140.17,A,precool,72,1297,67.4,2500
140.27,A,precool,72,1297,67.3,2500
140.38,A,precool,72,1297,67.3,2500
140.48,A,precool,72,1297,67.4,2500
140.58,A,precool,72,1297,67.3,2500
140.69,A,precool,72,1297,67.3,2500
140.79,A,precool,72,1297,67.3,2500
140.9,A,precool,72,1297,67.3,2500
141.0,A,precool,72,1297,67.3,2500
141.1,A,precool,72,1297,67.2,2500
141.21,A,precool,72,1297,67.2,2500
141.31,A,precool,72,1297,67.3,2500
141.41,A,precool,72,1297,67.3,2500
141.51,A,precool,72,1297,67.1,2500
141.62,A,precool,72,1297,67.3,2500
141.72,A,precool,72,1297,67.3,2500
141.82,A,precool,72,1297,67.3,2500
141.93,A,precool,72,1297,67.1,2500
142.03,A,precool,72,1297,67.3,2500
142.13,A,precool,72,1297,67.3,2500
142.24,A,precool,72,1297,67.3,2500
142.34,A,precool,72,1297,67.1,2500
142.44,A,precool,72,1297,67.3,2500
142.55,A,precool,72,1297,67.2,2500
142.65,A,precool,72,1297,67.1,2500
142.75,A,precool,72,1297,67.2,2500
142.86,A,precool,72,1297,67.2,2500
142.96,A,precool,72,1297,67.1,2500
143.06,A,precool,72,1297,67.3,2500
143.16,A,precool,72,1297,67.2,2500
143.27,A,precool,72,1297,67.3,2500
143.37,A,precool,72,1297,67.2,2500
143.48,A,precool,72,1297,67.2,2500
143.58,A,precool,72,1297,67.2,2500
143.68,A,precool,72,1297,67.2,2500
143.79,A,precool,72,1297,67.2,2500
143.89,A,precool,72,1297,67.2,2500
143.99,A,precool,72,1297,67.1,2500
144.1,A,precool,72,1297,67.1,2500
144.2,A,precool,72,1297,67.1,2500
144.3,A,precool,72,1297,67.2,2500
144.41,A,precool,72,1297,67.1,2500
144.51,A,precool,72,1297,67.1,2500
144.61,A,precool,72,1297,67.2,2500
144.72,A,precool,72,1297,67.1,2500
144.82,A,precool,72,1297,67.1,2500
144.92,A,precool,72,1297,67.1,2500
145.02,A,precool,72,1297,67.1,2500
145.13,A,precool,72,1297,67.1,2500
145.23,A,precool,72,1297,67.1,2500
145.33,A,precool,72,1297,67.1,2500
145.44,A,precool,72,1297,67.2,2500
145.54,A,precool,72,1297,67.1,2500
145.64,A,precool,72,1297,67.2,2500
145.75,A,precool,72,1297,67.1,2500
145.85,A,precool,72,1297,67.1,2500
145.95,A,precool,72,1297,67.1,2500
146.05,A,precool,72,1297,67.1,2500
146.16,A,precool,72,1297,67.2,2500
146.26,A,precool,72,1297,67.2,2500
146.36,A,precool,72,1297,67.2,2500
146.47,A,precool,72,1297,67.2,2500
146.57,A,precool,72,1297,67.2,2500
146.67,A,precool,72,1297,67.1,2500
146.78,A,precool,72,1297,67.1,2500
146.88,A,precool,72,1297,67.2,2500
146.99,A,precool,72,1297,67.1,2500
147.09,A,precool,72,1297,67.1,2500
147.19,A,precool,72,1297,67.1,2500
147.3,A,precool,72,1297,67.2,2500
147.4,A,precool,72,1297,67.1,2500
147.5,A,precool,72,1297,67.1,2500
147.61,A,precool,72,1297,67.1,2500
147.71,A,precool,72,1297,67.1,2500
147.81,A,precool,72,1297,67.1,2500
147.92,A,precool,72,1297,67.2,2500
148.02,A,precool,72,1297,67.1,2500
148.12,A,precool,72,1297,67.1,2500
148.23,A,precool,72,1297,67.2,2500
148.33,A,precool,72,1297,67.1,2500
148.43,A,precool,72,1297,67.1,2500
148.54,A,precool,72,1297,67.2,2500
148.64,A,precool,72,1297,67.2,2500
148.74,A,precool,72,1297,67.0,2500
148.84,A,precool,72,1297,67.1,2500
148.95,A,precool,72,1297,67.1,2500
149.05,A,precool,72,1297,67.2,2500
149.15,A,precool,72,1297,67.1,2500
149.26,A,precool,72,1297,67.1,2500
149.36,A,precool,72,1297,67.1,2500
149.46,A,precool,72,1297,67.2,2500
149.57,A,precool,72,1297,67.1,2500
149.67,A,precool,72,1297,67.1,2500
149.77,A,precool,72,1297,67.0,2500
149.87,A,precool,72,1297,67.1,2500
149.98,A,precool,72,1297,67.1,2500
150.08,A,precool,72,1297,67.0,2500
150.18,A,precool,72,1297,67.1,2500
150.29,A,precool,72,1297,67.1,2500
150.39,A,precool,72,1297,67.0,2500
150.49,A,precool,72,1297,67.1,2500
150.6,A,precool,72,1297,67.1,2500
150.7,A,precool,72,1297,67.0,2500
150.8,A,precool,72,1297,67.1,2500
150.91,A,precool,72,1297,67.0,2500
151.01,A,precool,72,1297,67.0,2500
151.11,A,precool,72,1297,67.0,2500
151.22,A,precool,72,1297,67.1,2500
151.32,A,precool,72,1297,67.1,2500
151.42,A,precool,72,1297,67.0,2500
151.52,A,precool,72,1297,67.0,2500
151.63,A,precool,72,1297,67.1,2500
151.73,A,precool,72,1297,67.0,2500
151.83,A,precool,72,1297,67.0,2500
151.94,A,precool,72,1297,67.1,2500
152.04,A,precool,72,1297,67.1,2500
152.15,A,precool,72,1297,67.1,2500
152.25,A,precool,72,1297,67.1,2500
152.35,A,precool,72,1297,67.1,2500
152.46,A,precool,72,1297,67.0,2500
152.56,A,precool,72,1297,67.0,2500
152.66,A,precool,72,1297,67.0,2500
152.77,A,precool,72,1297,67.1,2500
152.87,A,precool,72,1297,67.0,2500
152.97,A,precool,72,1297,67.0,2500
153.08,A,precool,72,1297,67.0,2500
153.18,A,precool,72,1297,67.0,2500
153.28,A,precool,72,1297,67.0,2500
153.38,A,precool,72,1297,67.0,2500
153.49,A,precool,72,1297,67.0,2500
153.59,A,precool,72,1297,67.0,2500
153.69,A,precool,72,1297,67.0,2500
153.8,A,precool,72,1297,67.0,2500
153.9,A,precool,72,1297,67.0,2500
154.0,A,precool,72,1297,67.0,2500
154.11,A,precool,72,1297,67.0,2500
154.21,A,precool,72,1297,67.0,2500
154.31,A,precool,72,1297,67.0,2500
154.41,A,precool,72,1297,67.0,2500
154.52,A,precool,72,1297,67.0,2500
154.62,A,precool,72,1297,67.0,2500
154.72,A,precool,72,1297,67.0,2500
154.83,A,precool,72,1297,67.0,2500
154.93,A,precool,72,1297,67.0,2500
155.03,A,precool,72,1297,67.0,2500
155.13,A,precool,72,1297,67.0,2500
155.24,A,precool,72,1297,67.0,2500
155.34,A,precool,72,1297,67.0,2500
155.45,A,precool,72,1297,67.0,2500
155.55,A,precool,72,1297,67.0,2500
155.65,A,precool,72,1297,67.0,2500
155.76,A,precool,72,1297,67.0,2500
155.86,A,precool,72,1297,67.0,2500
155.96,A,precool,72,1297,67.0,2500
156.06,A,precool,72,1297,67.0,2500
156.17,A,precool,72,1297,67.0,2500
156.27,A,precool,72,1297,67.0,2500
156.37,A,precool,72,1297,67.0,2500
156.48,A,precool,72,1297,67.0,2500
156.58,A,precool,72,1297,67.0,2500
156.68,A,precool,72,1297,67.0,2500
156.78,A,precool,72,1297,67.0,2500
156.89,A,precool,72,1297,67.0,2500
156.99,A,precool,72,1297,67.0,2500
157.09,A,precool,72,1297,67.0,2500
157.2,A,precool,72,1297,67.0,2500
157.3,A,precool,72,1297,67.0,2500
157.4,A,precool,72,1297,67.0,2500
157.5,A,precool,72,1297,67.0,2500
157.61,A,precool,72,1297,67.0,2500
157.71,A,precool,72,1297,67.0,2500
157.81,A,precool,72,1297,67.0,2500
157.92,A,precool,72,1297,67.0,2500
158.02,A,precool,72,1297,67.0,2500
158.12,A,precool,72,1297,67.0,2500
158.22,A,precool,72,1297,67.0,2500
158.33,A,precool,72,1297,67.0,2500
158.43,A,precool,72,1297,67.0,2500
158.53,A,precool,72,1297,67.0,2500
158.64,A,precool,72,1297,67.0,2500
158.74,A,precool,72,1297,67.0,2500
158.84,A,precool,72,1297,67.0,2500
158.94,A,precool,72,1297,67.0,2500
159.05,A,precool,72,1297,66.9,2500
159.15,A,precool,72,1297,67.0,2500
159.26,A,precool,72,1297,66.9,2500
159.36,A,precool,72,1297,67.0,2500
159.46,A,precool,72,1297,66.9,2500
159.56,A,precool,72,1297,66.9,2500
159.67,A,precool,72,1297,66.9,2500
159.77,A,precool,72,1297,66.9,2500
159.88,A,precool,72,1297,66.9,2500
159.98,A,precool,72,1297,66.9,2500
160.08,A,precool,72,1297,66.9,2500
160.18,A,precool,72,1297,66.9,2500
160.29,A,precool,72,1297,66.9,2500
160.39,A,precool,72,1297,66.9,2500
160.49,A,precool,72,1297,67.0,2500
160.6,A,precool,72,1297,66.9,2500
160.7,A,precool,72,1297,66.9,2500
160.8,A,precool,72,1297,66.9,2500
160.91,A,precool,72,1297,66.9,2500
161.01,A,precool,72,1297,66.9,2500
161.11,A,precool,72,1297,66.9,2500
161.22,A,precool,72,1297,66.9,2500
161.32,A,precool,72,1297,66.9,2500
161.42,A,precool,72,1297,66.9,2500
161.53,A,precool,72,1297,66.9,2500
161.63,A,precool,72,1297,67.0,2500
161.73,A,precool,72,1297,66.9,2500
161.83,A,precool,72,1297,66.9,2500
161.94,A,precool,72,1297,66.9,2500
162.04,A,precool,72,1297,66.9,2500
162.14,A,precool,72,1297,66.9,2500
162.25,A,precool,72,1297,66.9,2500
162.35,A,precool,72,1297,66.9,2500
162.45,A,precool,72,1297,66.9,2500
162.56,A,precool,72,1297,66.9,2500
162.66,A,precool,72,1297,66.9,2500
162.76,A,precool,72,1297,66.9,2500
162.87,A,precool,72,1297,66.9,2500
162.97,A,precool,72,1297,66.9,2500
163.07,A,precool,72,1297,66.9,2500
163.17,A,precool,72,1297,66.9,2500
163.28,A,precool,72,1297,66.9,2500
163.38,A,precool,72,1297,66.9,2500
163.49,A,precool,72,1297,66.9,2500
163.59,A,precool,72,1297,66.9,2500
163.69,A,precool,72,1297,66.9,2500
163.79,A,precool,72,1297,66.9,2500
163.9,A,precool,72,1297,66.9,2500
164.0,A,precool,72,1297,66.9,2500
164.1,A,precool,72,1297,66.9,2500
164.21,A,precool,72,1297,66.9,2500
164.31,A,precool,72,1297,66.9,2500
164.41,A,precool,72,1297,66.9,2500
164.52,A,precool,72,1297,66.9,2500
164.62,A,precool,72,1297,66.9,2500
164.72,A,precool,72,1297,66.8,2500
164.83,A,precool,72,1297,66.9,2500
164.93,A,precool,72,1297,66.9,2500
165.03,A,precool,72,1297,66.9,2500
165.14,A,precool,72,1297,66.8,2500
165.24,A,precool,72,1297,66.9,2500
165.34,A,precool,72,1297,66.8,2500
165.44,A,precool,72,1297,66.9,2500
165.55,A,precool,72,1297,66.9,2500
165.65,A,precool,72,1297,66.8,2500
165.75,A,precool,72,1297,66.9,2500
165.86,A,precool,72,1297,66.8,2500
165.96,A,precool,72,1297,66.9,2500
166.06,A,precool,72,1297,66.9,2500
166.17,A,precool,72,1297,66.9,2500
166.27,A,precool,72,1297,66.9,2500
166.37,A,precool,72,1297,66.8,2500
166.48,A,precool,72,1297,66.9,2500
166.58,A,precool,72,1297,66.8,2500
166.68,A,precool,72,1297,66.9,2500
166.78,A,precool,72,1297,66.9,2500
166.89,A,precool,72,1297,66.9,2500
166.99,A,precool,72,1297,66.9,2500
167.09,A,precool,72,1297,66.9,2500
167.2,A,precool,72,1297,66.9,2500
167.3,A,precool,72,1297,66.9,2500
167.4,A,precool,72,1297,66.8,2500
167.51,A,precool,72,1297,66.9,2500
167.61,A,precool,72,1297,66.9,2500
167.72,A,precool,72,1297,66.9,2500
167.82,A,precool,72,1297,66.9,2500
167.92,A,precool,72,1297,66.8,2500
168.02,A,precool,72,1297,66.9,2500
168.13,A,precool,72,1297,66.8,2500
168.23,A,precool,72,1297,66.9,2500
168.34,A,precool,72,1297,66.9,2500
168.44,A,precool,72,1297,66.9,2500
168.54,A,precool,72,1297,66.9,2500
168.65,A,precool,72,1297,66.8,2500
168.75,A,precool,72,1297,66.9,2500
168.85,A,precool,72,1297,66.8,2500
168.96,A,precool,72,1297,66.9,2500
169.06,A,precool,72,1297,66.8,2500
169.16,A,precool,72,1297,66.9,2500
169.27,A,precool,72,1297,66.9,2500
169.37,A,precool,72,1297,66.8,2500
169.47,A,precool,72,1297,66.9,2500
169.57,A,precool,72,1297,66.9,2500
169.68,A,precool,72,1297,66.9,2500
169.78,A,precool,72,1297,66.9,2500
169.88,A,precool,71,1297,66.9,2500
169.99,A,precool,72,1297,66.8,2500
170.09,A,precool,72,1297,66.9,2500
170.19,A,precool,71,1297,66.8,2500
